release_reference_id,release_reference_type,latitude (degrees_north),longitude (degrees_east),time (UTC),expected_enddate (UTC),manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id,transmittername,release_project_reference,tag_device_id,datacenter_reference
WRS-36707,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091850,A69-1303,36707,A69-1303-36707,WRS,A69-1303-36707,OTN-Global
WRS-36706,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091849,A69-1303,36706,A69-1303-36706,WRS,A69-1303-36706,OTN-Global
WRS-36705,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091848,A69-1303,36705,A69-1303-36705,WRS,A69-1303-36705,OTN-Global
WRS-36704,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091847,A69-1303,36704,A69-1303-36704,WRS,A69-1303-36704,OTN-Global
WRS-36703,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091846,A69-1303,36703,A69-1303-36703,WRS,A69-1303-36703,OTN-Global
WRS-36702,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091845,A69-1303,36702,A69-1303-36702,WRS,A69-1303-36702,OTN-Global
WRS-36701,ANIMAL,44.56726,-64.33425,2010-05-02T18:00:00Z,2010-10-06T18:00:00Z,VEMCO,V9-1L,1091844,A69-1303,36701,A69-1303-36701,WRS,A69-1303-36701,OTN-Global
WRS-29662,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087433,A69-1303,29662,A69-1303-29662,WRS,A69-1303-29662,OTN-Global
WRS-29661,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087432,A69-1303,29661,A69-1303-29661,WRS,A69-1303-29661,OTN-Global
WRS-29660,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087431,A69-1303,29660,A69-1303-29660,WRS,A69-1303-29660,OTN-Global
WRS-29659,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087430,A69-1303,29659,A69-1303-29659,WRS,A69-1303-29659,OTN-Global
WRS-29657,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087429,A69-1303,29657,A69-1303-29657,WRS,A69-1303-29657,OTN-Global
WRS-29656,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087428,A69-1303,29656,A69-1303-29656,WRS,A69-1303-29656,OTN-Global
WRS-29655,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087427,A69-1303,29655,A69-1303-29655,WRS,A69-1303-29655,OTN-Global
WRS-29654,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087426,A69-1303,29654,A69-1303-29654,WRS,A69-1303-29654,OTN-Global
WRS-29653,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087425,A69-1303,29653,A69-1303-29653,WRS,A69-1303-29653,OTN-Global
WRS-29652,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087424,A69-1303,29652,A69-1303-29652,WRS,A69-1303-29652,OTN-Global
WRS-29651,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087423,A69-1303,29651,A69-1303-29651,WRS,A69-1303-29651,OTN-Global
WRS-29650,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087422,A69-1303,29650,A69-1303-29650,WRS,A69-1303-29650,OTN-Global
WRS-29649,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087421,A69-1303,29649,A69-1303-29649,WRS,A69-1303-29649,OTN-Global
WRS-29648,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087420,A69-1303,29648,A69-1303-29648,WRS,A69-1303-29648,OTN-Global
WRS-29647,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087419,A69-1303,29647,A69-1303-29647,WRS,A69-1303-29647,OTN-Global
WRS-29646,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087418,A69-1303,29646,A69-1303-29646,WRS,A69-1303-29646,OTN-Global
WRS-37044,ANIMAL,45.27966,-62.40404,2010-05-08T18:00:00Z,2010-10-12T18:00:00Z,VEMCO,V9-1L,1092304,A69-1303,37044,A69-1303-37044,WRS,A69-1303-37044,OTN-Global
WRS-37043,ANIMAL,45.27966,-62.40404,2010-05-10T18:00:00Z,2010-10-14T18:00:00Z,VEMCO,V9-1L,1092303,A69-1303,37043,A69-1303-37043,WRS,A69-1303-37043,OTN-Global
WRS-37042,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092302,A69-1303,37042,A69-1303-37042,WRS,A69-1303-37042,OTN-Global
WRS-37041,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092301,A69-1303,37041,A69-1303-37041,WRS,A69-1303-37041,OTN-Global
WRS-37040,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092300,A69-1303,37040,A69-1303-37040,WRS,A69-1303-37040,OTN-Global
WRS-10555,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050428,A69-1303,10555,A69-1303-10555,WRS,10555,OTN-Global
WRS-10554,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050427,A69-1303,10554,A69-1303-10554,WRS,10554,OTN-Global
WRS-10553,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050426,A69-1303,10553,A69-1303-10553,WRS,10553,OTN-Global
WRS-10552,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050425,A69-1303,10552,A69-1303-10552,WRS,10552,OTN-Global
WRS-10551,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050424,A69-1303,10551,A69-1303-10551,WRS,10551,OTN-Global
WRS-10550,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050423,A69-1303,10550,A69-1303-10550,WRS,10550,OTN-Global
WRS-29645,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087417,A69-1303,29645,A69-1303-29645,WRS,A69-1303-29645,OTN-Global
WRS-29644,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087416,A69-1303,29644,A69-1303-29644,WRS,A69-1303-29644,OTN-Global
WRS-29643,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087415,A69-1303,29643,A69-1303-29643,WRS,A69-1303-29643,OTN-Global
WRS-29642,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087414,A69-1303,29642,A69-1303-29642,WRS,A69-1303-29642,OTN-Global
WRS-29641,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087413,A69-1303,29641,A69-1303-29641,WRS,A69-1303-29641,OTN-Global
WRS-29640,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087412,A69-1303,29640,A69-1303-29640,WRS,A69-1303-29640,OTN-Global
WRS-29639,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087411,A69-1303,29639,A69-1303-29639,WRS,A69-1303-29639,OTN-Global
WRS-29638,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087410,A69-1303,29638,A69-1303-29638,WRS,A69-1303-29638,OTN-Global
WRS-29637,ANIMAL,44.53123,-64.69637,2010-05-01T19:00:00Z,2010-10-05T19:00:00Z,VEMCO,V9-1L,1087409,A69-1303,29637,A69-1303-29637,WRS,A69-1303-29637,OTN-Global
WRS-1073422,ANIMAL,44.95848,-62.61754,2009-04-30T15:00:00Z,2009-11-09T16:00:00Z,VEMCO,V9-6L,1073422,A69-1303,58648,A69-1303-58648,WRS,A69-1303-58648,OTN-Global
WRS-1073421,ANIMAL,44.95848,-62.61754,2009-04-30T15:00:00Z,2009-11-09T16:00:00Z,VEMCO,V9-6L,1073421,A69-1303,58647,A69-1303-58647,WRS,A69-1303-58647,OTN-Global
WRS-1073420,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073420,A69-1303,58646,A69-1303-58646,WRS,A69-1303-58646,OTN-Global
WRS-1073419,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073419,A69-1303,58645,A69-1303-58645,WRS,A69-1303-58645,OTN-Global
WRS-1073418,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073418,A69-1303,58644,A69-1303-58644,WRS,A69-1303-58644,OTN-Global
WRS-1073417,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073417,A69-1303,58643,A69-1303-58643,WRS,A69-1303-58643,OTN-Global
WRS-1073416,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073416,A69-1303,58642,A69-1303-58642,WRS,A69-1303-58642,OTN-Global
WRS-1073415,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073415,A69-1303,58641,A69-1303-58641,WRS,A69-1303-58641,OTN-Global
WRS-1073414,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073414,A69-1303,58640,A69-1303-58640,WRS,A69-1303-58640,OTN-Global
WRS-1073413,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073413,A69-1303,58639,A69-1303-58639,WRS,A69-1303-58639,OTN-Global
WRS-1073412,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073412,A69-1303,58638,A69-1303-58638,WRS,A69-1303-58638,OTN-Global
WRS-1073411,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073411,A69-1303,58637,A69-1303-58637,WRS,A69-1303-58637,OTN-Global
WRS-1073410,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073410,A69-1303,58636,A69-1303-58636,WRS,A69-1303-58636,OTN-Global
WRS-1073409,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073409,A69-1303,58635,A69-1303-58635,WRS,A69-1303-58635,OTN-Global
WRS-1073408,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073408,A69-1303,58634,A69-1303-58634,WRS,A69-1303-58634,OTN-Global
WRS-1073407,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073407,A69-1303,58633,A69-1303-58633,WRS,A69-1303-58633,OTN-Global
WRS-1073406,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073406,A69-1303,58632,A69-1303-58632,WRS,A69-1303-58632,OTN-Global
WRS-1073405,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073405,A69-1303,58631,A69-1303-58631,WRS,A69-1303-58631,OTN-Global
WRS-1073404,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073404,A69-1303,58630,A69-1303-58630,WRS,A69-1303-58630,OTN-Global
WRS-1073403,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073403,A69-1303,58629,A69-1303-58629,WRS,A69-1303-58629,OTN-Global
WRS-1073402,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073402,A69-1303,58628,A69-1303-58628,WRS,A69-1303-58628,OTN-Global
WRS-1073401,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073401,A69-1303,58627,A69-1303-58627,WRS,A69-1303-58627,OTN-Global
WRS-1073400,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073400,A69-1303,58626,A69-1303-58626,WRS,A69-1303-58626,OTN-Global
WRS-1073399,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073399,A69-1303,58625,A69-1303-58625,WRS,A69-1303-58625,OTN-Global
WRS-1073398,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073398,A69-1303,58624,A69-1303-58624,WRS,A69-1303-58624,OTN-Global
WRS-1073397,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073397,A69-1303,58623,A69-1303-58623,WRS,A69-1303-58623,OTN-Global
NSBS-Eva,ANIMAL,44.209163,-63.27934,2013-07-13T03:00:00Z,2019-07-29T03:00:00Z,VEMCO,V16-6X,1166129,A69-9001,26651,A69-9001-26651,NSBS,A69-9001-26651,OTN-Global
NSBS-Percy,ANIMAL,44.20216,-63.24593,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166130,A69-9001,26652,A69-9001-26652,NSBS,A69-9001-26652,OTN-Global
NSBS-Riley,ANIMAL,44.21458,-63.23736,2013-07-13T03:00:00Z,2019-07-29T03:00:00Z,VEMCO,V16-6X,1166131,A69-9001,26653,A69-9001-26653,NSBS,A69-9001-26653,OTN-Global
NSBS-Meeko,ANIMAL,44.20345,-63.25824,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166132,A69-9001,26654,A69-9001-26654,NSBS,A69-9001-26654,OTN-Global
NSBS-Sophie,ANIMAL,44.21245,-63.227145,2013-07-23T03:00:00Z,2019-08-08T03:00:00Z,VEMCO,V16-6X,1166133,A69-9001,26655,A69-9001-26655,NSBS,A69-9001-26655,OTN-Global
NSBS-Brandy,ANIMAL,44.20226,-63.24866,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166134,A69-9001,26656,A69-9001-26656,NSBS,A69-9001-26656,OTN-Global
FRO-T25,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058716,A69-1105,110,A69-1105-110,FRO,A69-1105-110,OTN-Global
NSBS-Lucy,ANIMAL,44.17844,-63.23646,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166135,A69-9001,26657,A69-9001-26657,NSBS,A69-9001-26657,OTN-Global
NSBS-Xena,ANIMAL,44.20221,-63.23848,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166136,A69-9001,26658,A69-9001-26658,NSBS,A69-9001-26658,OTN-Global
NSBS-Leia,ANIMAL,44.18082,-63.22768,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166137,A69-9001,26659,A69-9001-26659,NSBS,A69-9001-26659,OTN-Global
NSBS-Hayley,ANIMAL,44.18111,-63.22008,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166138,A69-9001,26660,A69-9001-26660,NSBS,A69-9001-26660,OTN-Global
NSBS-Blueberry,ANIMAL,44.17669,-63.23979,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166139,A69-9001,26661,A69-9001-26661,NSBS,A69-9001-26661,OTN-Global
NSBS-Finnigan,ANIMAL,44.18141,-63.22412,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166140,A69-9001,26662,A69-9001-26662,NSBS,A69-9001-26662,OTN-Global
NSBS-Wryley,ANIMAL,44.17254,-63.23924,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166141,A69-9001,26663,A69-9001-26663,NSBS,A69-9001-26663,OTN-Global
NSBS-Brianna,ANIMAL,44.21387,-63.24617,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166142,A69-9001,26664,A69-9001-26664,NSBS,A69-9001-26664,OTN-Global
NSBS-Tika,ANIMAL,44.20386,-63.24852,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166143,A69-9001,26665,A69-9001-26665,NSBS,A69-9001-26665,OTN-Global
NSBS-Janina,ANIMAL,44.22348,-63.24687,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166144,A69-9001,26666,A69-9001-26666,NSBS,A69-9001-26666,OTN-Global
NSBS-Lola,ANIMAL,44.201745,-63.219623,2013-07-23T03:00:00Z,2019-08-08T03:00:00Z,VEMCO,V16-6X,1166145,A69-9001,26667,A69-9001-26667,NSBS,A69-9001-26667,OTN-Global
NSBS-Alyssa,ANIMAL,44.21659,-63.23805,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166146,A69-9001,26668,A69-9001-26668,NSBS,A69-9001-26668,OTN-Global
NSBS-Ophelia,ANIMAL,44.20432,-63.2672,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166147,A69-9001,26669,A69-9001-26669,NSBS,A69-9001-26669,OTN-Global
NSBS-Skylar,ANIMAL,44.21658,-63.23802,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166148,A69-9001,26670,A69-9001-26670,NSBS,A69-9001-26670,OTN-Global
NSBS-Blue Rodeo (Rick Mercer),ANIMAL,44.21,-63.20071,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195894,A69-9001,24410,A69-9001-24410,NSBS,A69-9001-24410,OTN-Global
NSBS-Keesh,ANIMAL,44.19939,-63.24085,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195893,A69-9001,24409,A69-9001-24409,NSBS,A69-9001-24409,OTN-Global
NSBS-Tiny Turner,ANIMAL,44.22003,-63.20159,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195892,A69-9001,24408,A69-9001-24408,NSBS,A69-9001-24408,OTN-Global
NSBS-Tail Slap,ANIMAL,44.19939,-63.2472,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195891,A69-9001,24407,A69-9001-24407,NSBS,A69-9001-24407,OTN-Global
NSBS-Hey Jude,ANIMAL,44.2144,-63.2022,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195890,A69-9001,24406,A69-9001-24406,NSBS,A69-9001-24406,OTN-Global
NSBS-Suzy Q,ANIMAL,44.2179,-63.1989,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195888,A69-9001,24404,A69-9001-24404,NSBS,A69-9001-24404,OTN-Global
NSBS-Betty,ANIMAL,44.21721,-63.20468,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195887,A69-9001,24403,A69-9001-24403,NSBS,A69-9001-24403,OTN-Global
NSBS-Bonkers,ANIMAL,44.21355,-63.21137,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195886,A69-9001,24402,A69-9001-24402,NSBS,A69-9001-24402,OTN-Global
NSBS-Brendal,ANIMAL,44.22905,-63.17156,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195885,A69-9001,24401,A69-9001-24401,NSBS,A69-9001-24401,OTN-Global
NSBS-Lucy-14,ANIMAL,44.21009,-63.21849,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195882,A69-9001,24398,A69-9001-24398,NSBS,A69-9001-24398,OTN-Global
NSBS-Finnigan-14,ANIMAL,44.2051,-63.22421,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195880,A69-9001,24396,A69-9001-24396,NSBS,A69-9001-24396,OTN-Global
NSBS-Big Momma,ANIMAL,44.21061,-63.21628,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195884,A69-9001,24400,A69-9001-24400,NSBS,A69-9001-24400,OTN-Global
NSBS-Calypso,ANIMAL,44.22631,-63.18673,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195883,A69-9001,24399,A69-9001-24399,NSBS,A69-9001-24399,OTN-Global
NSBS-Katelyn,ANIMAL,44.21566,-63.20911,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195889,A69-9001,24405,A69-9001-24405,NSBS,A69-9001-24405,OTN-Global
NSBS-Hooker,ANIMAL,44.21264,-63.20846,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195879,A69-9001,24395,A69-9001-24395,NSBS,A69-9001-24395,OTN-Global
NSBS-Casey,ANIMAL,44.20827,-63.21504,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195878,A69-9001,24394,A69-9001-24394,NSBS,A69-9001-24394,OTN-Global
NSBS-Helga,ANIMAL,44.22207,-63.20322,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195877,A69-9001,24393,A69-9001-24393,NSBS,A69-9001-24393,OTN-Global
NSBS-Nikki,ANIMAL,44.31164,-63.20907,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195876,A69-9001,24392,A69-9001-24392,NSBS,A69-9001-24392,OTN-Global
NSBS-Alison,ANIMAL,44.22511,-63.18984,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195875,A69-9001,24391,A69-9001-24391,NSBS,A69-9001-24391,OTN-Global
NSBS-LILY,ANIMAL,44.20176,-63.20657,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0153,152092,152092,152092,NSBS,152092,OTN-Global
NSBS-MATTEA,ANIMAL,44.20157,-63.21005,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0144,152091,152091,152091,NSBS,152091,OTN-Global
NSBS-ALICE,ANIMAL,44.20133,-63.21326,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0155,152093,152093,152093,NSBS,152093,OTN-Global
NSBS-PEYTON,ANIMAL,44.26362,-63.00764,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221685,A69-9002,11550,A69-9002-11550,NSBS,A69-9002-11550,OTN-Global
NSBS-KRISTINA,ANIMAL,44.20681,-63.20366,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221676,A69-9002,11533,A69-9002-11533,NSBS,A69-9002-11533,OTN-Global
NSBS-KRISTINA,ANIMAL,44.20681,-63.20366,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221676,A69-9002,11532,A69-9002-11532,NSBS,A69-9002-11532,OTN-Global
NSBS-GRIFFIN,ANIMAL,44.20586,-63.20376,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221674,A69-9002,11529,A69-9002-11529,NSBS,A69-9002-11529,OTN-Global
NSBS-GRIFFIN,ANIMAL,44.20586,-63.20376,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221674,A69-9002,11528,A69-9002-11528,NSBS,A69-9002-11528,OTN-Global
NSBS-TRACEY,ANIMAL,44.20287,-63.2047,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221677,A69-9002,11535,A69-9002-11535,NSBS,A69-9002-11535,OTN-Global
NSBS-TRACEY,ANIMAL,44.20287,-63.2047,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221677,A69-9002,11534,A69-9002-11534,NSBS,A69-9002-11534,OTN-Global
NSBS-HUGH,ANIMAL,44.20236,-63.20353,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221682,A69-9002,11545,A69-9002-11545,NSBS,A69-9002-11545,OTN-Global
NSBS-HUGH,ANIMAL,44.20236,-63.20353,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221682,A69-9002,11544,A69-9002-11544,NSBS,A69-9002-11544,OTN-Global
NSBS-SARAH,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221678,A69-9002,11537,A69-9002-11537,NSBS,A69-9002-11537,OTN-Global
NSBS-SARAH,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221678,A69-9002,11536,A69-9002-11536,NSBS,A69-9002-11536,OTN-Global
NSBS-LORENZA,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221683,A69-9002,11547,A69-9002-11547,NSBS,A69-9002-11547,OTN-Global
NSBS-LORENZA,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221683,A69-9002,11546,A69-9002-11546,NSBS,A69-9002-11546,OTN-Global
