release_reference_id,release_reference_type,latitude (degrees_north),longitude (degrees_east),time (UTC),expected_enddate (UTC),manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id,transmittername,release_project_reference,tag_device_id,datacenter_reference
MACFL-14505,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065638,A69-1303,32573,A69-1303-32573,MACFL,A69-1303-32573,nep
MACFL-14506,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065639,A69-1303,32574,A69-1303-32574,MACFL,A69-1303-32574,nep
MACFL-14507,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065640,A69-1303,32575,A69-1303-32575,MACFL,A69-1303-32575,nep
MACFL-14508,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065641,A69-1303,32576,A69-1303-32576,MACFL,A69-1303-32576,nep
MACFL-14509,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065642,A69-1303,32577,A69-1303-32577,MACFL,A69-1303-32577,nep
MACFL-14510,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065643,A69-1303,32578,A69-1303-32578,MACFL,A69-1303-32578,nep
MACFL-14511,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065644,A69-1303,32579,A69-1303-32579,MACFL,A69-1303-32579,nep
MACFL-14512,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065645,A69-1303,32580,A69-1303-32580,MACFL,A69-1303-32580,nep
MACFL-14513,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065646,A69-1303,32581,A69-1303-32581,MACFL,A69-1303-32581,nep
MACFL-14514,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065647,A69-1303,32582,A69-1303-32582,MACFL,A69-1303-32582,nep
MACFL-14515,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065648,A69-1303,32583,A69-1303-32583,MACFL,A69-1303-32583,nep
MACFL-14516,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065649,A69-1303,32584,A69-1303-32584,MACFL,A69-1303-32584,nep
MACFL-14517,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065650,A69-1303,32585,A69-1303-32585,MACFL,A69-1303-32585,nep
MACFL-14518,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065651,A69-1303,32586,A69-1303-32586,MACFL,A69-1303-32586,nep
MACFL-14519,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065652,A69-1303,32587,A69-1303-32587,MACFL,A69-1303-32587,nep
MACFL-14520,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065653,A69-1303,32588,A69-1303-32588,MACFL,A69-1303-32588,nep
MACFL-14521,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065654,A69-1303,32589,A69-1303-32589,MACFL,A69-1303-32589,nep
MACFL-14522,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065655,A69-1303,32590,A69-1303-32590,MACFL,A69-1303-32590,nep
MACFL-14523,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065656,A69-1303,32591,A69-1303-32591,MACFL,A69-1303-32591,nep
MACFL-14524,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065657,A69-1303,32592,A69-1303-32592,MACFL,A69-1303-32592,nep
MACFL-14525,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065658,A69-1303,32593,A69-1303-32593,MACFL,A69-1303-32593,nep
MACFL-14526,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065659,A69-1303,32594,A69-1303-32594,MACFL,A69-1303-32594,nep
MACFL-14527,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065660,A69-1303,32595,A69-1303-32595,MACFL,A69-1303-32595,nep
MACFL-14528,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065661,A69-1303,32596,A69-1303-32596,MACFL,A69-1303-32596,nep
MACFL-14529,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065662,A69-1303,32597,A69-1303-32597,MACFL,A69-1303-32597,nep
MACFL-14530,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1065663,A69-1303,32598,A69-1303-32598,MACFL,A69-1303-32598,nep
MACFL-14531,ANIMAL,39.75012,-121.99698,2009-01-12T07:00:00Z,2009-03-05T07:00:00Z,VEMCO,V7,1064775,A69-1303,32262,A69-1303-32262,MACFL,A69-1303-32262,nep
MACFL-14532,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065564,A69-1303,32499,A69-1303-32499,MACFL,A69-1303-32499,nep
MACFL-14533,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065565,A69-1303,32500,A69-1303-32500,MACFL,A69-1303-32500,nep
MACFL-14534,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065566,A69-1303,32501,A69-1303-32501,MACFL,A69-1303-32501,nep
MACFL-14535,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065567,A69-1303,32502,A69-1303-32502,MACFL,A69-1303-32502,nep
MACFL-14536,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065568,A69-1303,32503,A69-1303-32503,MACFL,A69-1303-32503,nep
MACFL-14537,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065569,A69-1303,32504,A69-1303-32504,MACFL,A69-1303-32504,nep
MACFL-14538,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065570,A69-1303,32505,A69-1303-32505,MACFL,A69-1303-32505,nep
MACFL-14539,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065571,A69-1303,32506,A69-1303-32506,MACFL,A69-1303-32506,nep
MACFL-14540,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065572,A69-1303,32507,A69-1303-32507,MACFL,A69-1303-32507,nep
MACFL-14541,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065573,A69-1303,32508,A69-1303-32508,MACFL,A69-1303-32508,nep
MACFL-14542,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065574,A69-1303,32509,A69-1303-32509,MACFL,A69-1303-32509,nep
MACFL-14543,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065575,A69-1303,32510,A69-1303-32510,MACFL,A69-1303-32510,nep
MACFL-14544,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065576,A69-1303,32511,A69-1303-32511,MACFL,A69-1303-32511,nep
MACFL-14545,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065577,A69-1303,32512,A69-1303-32512,MACFL,A69-1303-32512,nep
MACFL-14546,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065578,A69-1303,32513,A69-1303-32513,MACFL,A69-1303-32513,nep
MACFL-14547,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065579,A69-1303,32514,A69-1303-32514,MACFL,A69-1303-32514,nep
MACFL-14548,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065580,A69-1303,32515,A69-1303-32515,MACFL,A69-1303-32515,nep
MACFL-14549,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065581,A69-1303,32516,A69-1303-32516,MACFL,A69-1303-32516,nep
MACFL-14550,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065582,A69-1303,32517,A69-1303-32517,MACFL,A69-1303-32517,nep
MACFL-14551,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065583,A69-1303,32518,A69-1303-32518,MACFL,A69-1303-32518,nep
MACFL-14552,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065584,A69-1303,32519,A69-1303-32519,MACFL,A69-1303-32519,nep
MACFL-14553,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065585,A69-1303,32520,A69-1303-32520,MACFL,A69-1303-32520,nep
MACFL-14554,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065586,A69-1303,32521,A69-1303-32521,MACFL,A69-1303-32521,nep
MACFL-14555,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065587,A69-1303,32522,A69-1303-32522,MACFL,A69-1303-32522,nep
MACFL-14556,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065588,A69-1303,32523,A69-1303-32523,MACFL,A69-1303-32523,nep
MACFL-14557,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065589,A69-1303,32524,A69-1303-32524,MACFL,A69-1303-32524,nep
MACFL-14558,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065590,A69-1303,32525,A69-1303-32525,MACFL,A69-1303-32525,nep
MACFL-14559,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065591,A69-1303,32526,A69-1303-32526,MACFL,A69-1303-32526,nep
MACFL-14560,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065592,A69-1303,32527,A69-1303-32527,MACFL,A69-1303-32527,nep
MACFL-14561,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065593,A69-1303,32528,A69-1303-32528,MACFL,A69-1303-32528,nep
MACFL-14562,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065594,A69-1303,32529,A69-1303-32529,MACFL,A69-1303-32529,nep
MACFL-14563,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065595,A69-1303,32530,A69-1303-32530,MACFL,A69-1303-32530,nep
MACFL-14564,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065596,A69-1303,32531,A69-1303-32531,MACFL,A69-1303-32531,nep
MACFL-14565,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065597,A69-1303,32532,A69-1303-32532,MACFL,A69-1303-32532,nep
MACFL-14566,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065598,A69-1303,32533,A69-1303-32533,MACFL,A69-1303-32533,nep
MACFL-14567,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065599,A69-1303,32534,A69-1303-32534,MACFL,A69-1303-32534,nep
MACFL-14568,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065600,A69-1303,32535,A69-1303-32535,MACFL,A69-1303-32535,nep
MACFL-14569,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065601,A69-1303,32536,A69-1303-32536,MACFL,A69-1303-32536,nep
MACFL-14570,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065602,A69-1303,32537,A69-1303-32537,MACFL,A69-1303-32537,nep
MACFL-14571,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065603,A69-1303,32538,A69-1303-32538,MACFL,A69-1303-32538,nep
MACFL-14572,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065604,A69-1303,32539,A69-1303-32539,MACFL,A69-1303-32539,nep
MACFL-14573,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065605,A69-1303,32540,A69-1303-32540,MACFL,A69-1303-32540,nep
MACFL-14574,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065606,A69-1303,32541,A69-1303-32541,MACFL,A69-1303-32541,nep
MACFL-14575,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065607,A69-1303,32542,A69-1303-32542,MACFL,A69-1303-32542,nep
MACFL-14576,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065608,A69-1303,32543,A69-1303-32543,MACFL,A69-1303-32543,nep
MACFL-14577,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065609,A69-1303,32544,A69-1303-32544,MACFL,A69-1303-32544,nep
MACFL-14578,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065610,A69-1303,32545,A69-1303-32545,MACFL,A69-1303-32545,nep
MACFL-14579,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065611,A69-1303,32546,A69-1303-32546,MACFL,A69-1303-32546,nep
MACFL-14580,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065612,A69-1303,32547,A69-1303-32547,MACFL,A69-1303-32547,nep
MACFL-14581,ANIMAL,40.31771,-122.18921,2009-01-12T07:15:00Z,2009-03-05T07:15:00Z,VEMCO,V7,1065613,A69-1303,32548,A69-1303-32548,MACFL,A69-1303-32548,nep
MACFL-14582,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7447H,A69-1303,1494,A69-1303-1494,MACFL,A69-1303-1494,nep
MACFL-14583,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7466H,A69-1303,1513,A69-1303-1513,MACFL,A69-1303-1513,nep
MACFL-14584,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7458H,A69-1303,1505,A69-1303-1505,MACFL,A69-1303-1505,nep
MACFL-14585,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7457H,A69-1303,1504,A69-1303-1504,MACFL,A69-1303-1504,nep
MACFL-14586,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7456H,A69-1303,1503,A69-1303-1503,MACFL,A69-1303-1503,nep
MACFL-14587,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7454H,A69-1303,1501,A69-1303-1501,MACFL,A69-1303-1501,nep
MACFL-14588,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7453H,A69-1303,1500,A69-1303-1500,MACFL,A69-1303-1500,nep
MACFL-14589,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7452H,A69-1303,1499,A69-1303-1499,MACFL,A69-1303-1499,nep
MACFL-14590,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7451H,A69-1303,1498,A69-1303-1498,MACFL,A69-1303-1498,nep
MACFL-14591,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7450H,A69-1303,1497,A69-1303-1497,MACFL,A69-1303-1497,nep
MACFL-14592,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7448H,A69-1303,1495,A69-1303-1495,MACFL,A69-1303-1495,nep
MACFL-14593,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7434H,A69-1303,1481,A69-1303-1481,MACFL,A69-1303-1481,nep
MACFL-14594,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7433H,A69-1303,1480,A69-1303-1480,MACFL,A69-1303-1480,nep
MACFL-14595,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7398H,A69-1303,1445,A69-1303-1445,MACFL,A69-1303-1445,nep
MACFL-14596,ANIMAL,38.581239,-121.507286,2006-12-05T13:25:00Z,2007-01-14T13:25:00Z,VEMCO,V7,7399H,A69-1303,1446,A69-1303-1446,MACFL,A69-1303-1446,nep
MACFL-14597,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7405H,A69-1303,1452,A69-1303-1452,MACFL,A69-1303-1452,nep
MACFL-14598,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7432H,A69-1303,1479,A69-1303-1479,MACFL,A69-1303-1479,nep
MACFL-14599,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7435H,A69-1303,1482,A69-1303-1482,MACFL,A69-1303-1482,nep
MACFL-14600,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7437H,A69-1303,1484,A69-1303-1484,MACFL,A69-1303-1484,nep
MACFL-14601,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7438H,A69-1303,1485,A69-1303-1485,MACFL,A69-1303-1485,nep
MACFL-14602,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7439H,A69-1303,1486,A69-1303-1486,MACFL,A69-1303-1486,nep
MACFL-14603,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7440H,A69-1303,1487,A69-1303-1487,MACFL,A69-1303-1487,nep
MACFL-14604,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7441H,A69-1303,1488,A69-1303-1488,MACFL,A69-1303-1488,nep
MACFL-14605,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7431H,A69-1303,1478,A69-1303-1478,MACFL,A69-1303-1478,nep
MACFL-14606,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7443H,A69-1303,1490,A69-1303-1490,MACFL,A69-1303-1490,nep
MACFL-14607,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7395H,A69-1303,1442,A69-1303-1442,MACFL,A69-1303-1442,nep
MACFL-14608,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7400H,A69-1303,1447,A69-1303-1447,MACFL,A69-1303-1447,nep
MACFL-14609,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7446H,A69-1303,1493,A69-1303-1493,MACFL,A69-1303-1493,nep
MACFL-14610,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7397H,A69-1303,1444,A69-1303-1444,MACFL,A69-1303-1444,nep
MACFL-14611,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7464H,A69-1303,1511,A69-1303-1511,MACFL,A69-1303-1511,nep
MACFL-14612,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7465H,A69-1303,1512,A69-1303-1512,MACFL,A69-1303-1512,nep
MACFL-14613,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7396H,A69-1303,1443,A69-1303-1443,MACFL,A69-1303-1443,nep
MACFL-14614,ANIMAL,38.581239,-121.507286,2006-12-05T17:14:00Z,2007-01-14T17:14:00Z,VEMCO,V7,7442H,A69-1303,1489,A69-1303-1489,MACFL,A69-1303-1489,nep
MACFL-14615,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7421H,A69-1303,1468,A69-1303-1468,MACFL,A69-1303-1468,nep
MACFL-14616,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7449H,A69-1303,1496,A69-1303-1496,MACFL,A69-1303-1496,nep
MACFL-14617,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7418H,A69-1303,1465,A69-1303-1465,MACFL,A69-1303-1465,nep
MACFL-14618,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7462H,A69-1303,1509,A69-1303-1509,MACFL,A69-1303-1509,nep
MACFL-14619,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7445H,A69-1303,1492,A69-1303-1492,MACFL,A69-1303-1492,nep
MACFL-14620,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7463H,A69-1303,1510,A69-1303-1510,MACFL,A69-1303-1510,nep
MACFL-14621,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7420H,A69-1303,1467,A69-1303-1467,MACFL,A69-1303-1467,nep
MACFL-14622,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7422H,A69-1303,1469,A69-1303-1469,MACFL,A69-1303-1469,nep
MACFL-14623,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7424H,A69-1303,1471,A69-1303-1471,MACFL,A69-1303-1471,nep
MACFL-14624,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7425H,A69-1303,1472,A69-1303-1472,MACFL,A69-1303-1472,nep
MACFL-14625,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7427H,A69-1303,1474,A69-1303-1474,MACFL,A69-1303-1474,nep
MACFL-14626,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7430H,A69-1303,1477,A69-1303-1477,MACFL,A69-1303-1477,nep
MACFL-14627,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7428H,A69-1303,1475,A69-1303-1475,MACFL,A69-1303-1475,nep
MACFL-14628,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7429H,A69-1303,1476,A69-1303-1476,MACFL,A69-1303-1476,nep
MACFL-14629,ANIMAL,38.581239,-121.507286,2006-12-05T23:33:00Z,2007-01-14T23:33:00Z,VEMCO,V7,7419H,A69-1303,1466,A69-1303-1466,MACFL,A69-1303-1466,nep
MACFL-14630,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7411H,A69-1303,1458,A69-1303-1458,MACFL,A69-1303-1458,nep
MACFL-14631,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7415H,A69-1303,1462,A69-1303-1462,MACFL,A69-1303-1462,nep
MACFL-14632,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7410H,A69-1303,1457,A69-1303-1457,MACFL,A69-1303-1457,nep
MACFL-14633,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7401H,A69-1303,1448,A69-1303-1448,MACFL,A69-1303-1448,nep
MACFL-14634,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7461H,A69-1303,1508,A69-1303-1508,MACFL,A69-1303-1508,nep
MACFL-14635,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7460H,A69-1303,1507,A69-1303-1507,MACFL,A69-1303-1507,nep
MACFL-14636,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7412H,A69-1303,1459,A69-1303-1459,MACFL,A69-1303-1459,nep
MACFL-14637,ANIMAL,38.581239,-121.507286,2006-12-06T09:10:00Z,2007-01-15T09:10:00Z,VEMCO,V7,7413H,A69-1303,1460,A69-1303-1460,MACFL,A69-1303-1460,nep
