deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
BOOGMR-KPO_1166 / K1-VMT-1188719-2016-05-22T00,ManmadePlatform,1188719,VEMCO,56.5617,-52.65701,2016-05-22T03:00:00Z,9999-12-31T23:59:00Z,3490,61,A69-9001-25029,BOOGMR,VMT,BOOGMR_KPO_1166 / K1,OTN-Global
BOOGMR-KPO_1167/ CIS14-VR2W-106613-2016-05-30T00,ManmadePlatform,106613,VEMCO,59.5305,-39.61633,2016-05-30T03:00:00Z,9999-12-31T23:59:00Z,2906,61,A69-9001-25033,BOOGMR,VR2W,BOOGMR_KPO_1167/ CIS14,OTN-Global
BOOGMR-KPO_ 1179/V404_08-VR2W-120195-2016-09-10T00,ManmadePlatform,120195,VEMCO,17.60667,-24.24967,2016-09-10T03:00:00Z,9999-12-31T23:59:00Z,3600,40,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_ 1179/V404_08,OTN-Global
IML-4-VR2W-119091-1,ManmadePlatform,119091,VEMCO,48.6667,-68.5833,2012-05-02T13:30:00Z,2012-11-14T02:42:00Z,312,10,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-4,OTN-Global
IML-6-VR2W-119149-1,ManmadePlatform,119149,VEMCO,47.7833,-64.0333,2012-05-09T04:03:00Z,2012-10-27T23:45:00Z,82,10,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-6,OTN-Global
ISMER-1-VR2W-119151-1,ManmadePlatform,119151,VEMCO,49.2417,-66.2,2012-04-27T03:20:00Z,2012-11-06T17:41:00Z,165,10,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-ISMER-1,OTN-Global
BOOGSL-VR2W-110165-1,ManmadePlatform,110165,VEMCO,48.66,-68.1565,2013-05-08T17:10:00Z,2013-10-31T18:07:00Z,15,3,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-3,OTN-Global
BOOGSL-VR2W-110570-1,ManmadePlatform,110570,VEMCO,47.40333,-63.39217,2013-05-03T20:15:00Z,2013-11-18T00:15:00Z,67,5,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-5,OTN-Global
BOOGSL-VR2W-119084-1,ManmadePlatform,119084,VEMCO,47.78333,-64.03333,2013-05-16T05:39:00Z,2013-10-24T02:54:00Z,82,5,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-6,OTN-Global
BOOGSL-VR2W-112482-1,ManmadePlatform,112482,VEMCO,49.24167,-66.2,2013-05-09T22:45:00Z,2013-10-17T15:36:00Z,165,5,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-7,OTN-Global
BOOGSL-VR2W-113687-1,ManmadePlatform,113687,VEMCO,48.38883,-64.49217,2013-05-13T15:50:00Z,2013-10-24T20:10:00Z,10,2,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-9,OTN-Global
BOOGSL-VR2W-119778-1,ManmadePlatform,119778,VEMCO,48.65867,-68.1565,2013-07-23T18:15:00Z,2014-10-15T22:35:00Z,15,14,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-3B,OTN-Global
BOOGSL-VR2W-113680-1,ManmadePlatform,113680,VEMCO,49.50133333,-60.06633333,2013-05-20T04:54:00Z,2013-10-19T05:23:00Z,97,10,Mooring-due for recovery in July 2014.,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-2,OTN-Global
BOOGSL-Old Harry-VR2W-102641,ManmadePlatform,102641,VEMCO,47.9985,-60.51183,2013-11-05T00:30:00Z,2014-10-21T22:00:00Z,458,213,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-Old Harry,OTN-Global
BOOGSL-IML-9-VR2W-113687,ManmadePlatform,113687,VEMCO,48.38883,-64.49217,2014-06-14T02:15:00Z,2014-10-28T22:45:00Z,10,2,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-9,OTN-Global
BOOGSL-Ile Shag-VR2W-113679,ManmadePlatform,113679,VEMCO,47.47517,-61.68833,2014-09-10T18:35:00Z,2015-05-09T14:05:00Z,10,10,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-Ile Shag,OTN-Global
BOOGSL-AURAL-4-VR2W-112482,ManmadePlatform,112482,VEMCO,48.04125,-61.15985,2014-06-03T16:50:00Z,2015-06-15T13:15:00Z,101,99,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-AURAL-4,OTN-Global
BOOGSL-AURAL-6-VR2W-110165,ManmadePlatform,110165,VEMCO,47.792,-64.0295,2014-06-01T19:50:00Z,2015-06-12T13:11:00Z,86,84,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-AURAL-6,OTN-Global
BOOGSL-HCCIML-1-VR2W-102639,ManmadePlatform,102639,VEMCO,47.56667,-61.19167,2014-10-29T20:15:00Z,2015-06-16T02:38:00Z,29,27,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-HCCIML-1,OTN-Global
BOOGSL-HCCIML-2-VR2W-113680,ManmadePlatform,113680,VEMCO,47.6,-61.74167,2014-10-29T17:50:00Z,2015-06-18T12:35:00Z,26,24,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-HCCIML-2,OTN-Global
BOOGSL-IML-3B-VR2W-110570,ManmadePlatform,110570,VEMCO,48.65867,-68.1565,2014-10-15T22:35:00Z,2015-09-09T22:15:00Z,15,14,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-3B,OTN-Global
BOOGSL-HCCIML-3-VR2W-119084,ManmadePlatform,119084,VEMCO,46.55167,-62.04333,2014-10-29T12:12:00Z,2016-08-14T20:45:00Z,40,38,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-HCCIML-3,OTN-Global
BELLE ISLE-VR2W-131042-2017_11_18T20,ManmadePlatform,131042,VEMCO,51.58,-56.62,2017-11-19T00:38:00Z,2018-06-12T15:35:00Z,75,72,Drifted from 2016-06-18 until recovery 2016-08-14 at second location,BOOGSL,VR2W,BOOGSL_BELLE ISLE,OTN-Global
BOOGSL-HCCIML-1-VR2W-110165-2015_11_01T22,ManmadePlatform,110165,VEMCO,47.56667,-61.19167,2015-11-02T02:24:00Z,2017-10-23T19:05:00Z,29,27,"ADCP 2015, too much ice june 2017",BOOGSL,VR2W,BOOGSL_BOOGSL-HCCIML-1,OTN-Global
BOOGSL-HCCIML-2-VR2W-110570-2015_11_02T01,ManmadePlatform,110570,VEMCO,47.6,-61.74167,2015-11-02T05:15:00Z,2017-10-23T16:25:00Z,26,24,"First attempt at recovery on 2016-06-18 with Coriolis II, AR present but did not pop-up.",BOOGSL,VR2W,BOOGSL_BOOGSL-HCCIML-2,OTN-Global
BOOGSL-IML-3B-VR2W-112482-2015_09_09T09,ManmadePlatform,112482,VEMCO,48.65867,-68.1565,2015-09-09T12:30:00Z,2016-09-20T16:15:00Z,15,14,"First attempt at recovery on 2016-06-18 with Coriolis II, AR present but did not pop-up. Second attempt in 2016-09-25 but AR no response.",BOOGSL,VR2W,BOOGSL_BOOGSL-IML-3B,OTN-Global
BOOGSL-IML-9-VR2W-113687-2015_05_31T15,ManmadePlatform,113687,VEMCO,48.38883,-64.49217,2015-05-31T18:15:00Z,2015-11-05T00:15:00Z,10,2,MOORING,BOOGSL,VR2W,BOOGSL_BOOGSL-IML-9,OTN-Global
BOOGSL-IML-9-VR2W-131050-2017_06_15T21,ManmadePlatform,131050,VEMCO,48.38883333,-64.49216667,2017-06-16T00:32:00Z,2017-11-01T21:13:00Z,10,2,"BUOY, GRANDERIVIERE",BOOGSL,VR2W,BOOGSL_BOOGSL-IML-9,OTN-Global
ESCOUMINS-VR2W-130762-2017_11_23T16,ManmadePlatform,130762,VEMCO,48.39433333,-69.31416667,2017-11-23T20:24:00Z,2018-05-16T18:58:00Z,126,120,"Grande-Rivi̬re, Buoy",BOOGSL,VR2W,BOOGSL_ESCOUMINS,OTN-Global
ESCOUMINS-VR2W-131062-2017_05_30T12,ManmadePlatform,131062,VEMCO,48.39433333,-69.31416667,2017-05-30T15:42:00Z,2017-11-23T19:39:00Z,126,120,Aural,BOOGSL,VR2W,BOOGSL_ESCOUMINS,OTN-Global
HUD-1-VR2W-131054-2017_10_02T20,ManmadePlatform,131054,VEMCO,60.64166667,-65.87166667,2017-10-02T23:35:00Z,9999-12-31T23:59:00Z,265,264,Aural,BOOGSL,VR2W,BOOGSL_HUD-1,OTN-Global
HUD-2-VR2W-131055-2017_10_02T13,ManmadePlatform,131055,VEMCO,61.26333333,-69,2017-10-02T16:25:00Z,9999-12-31T23:59:00Z,333,332,"Aural, Nunavik, Killiniq",BOOGSL,VR2W,BOOGSL_HUD-2,OTN-Global
HUD-3-VR2W-131053-2017_09_02T20,ManmadePlatform,131053,VEMCO,62.945,-74.675,2017-09-02T23:35:00Z,9999-12-31T23:59:00Z,160,159,"Aural, Nunavik, Quaqtaq",BOOGSL,VR2W,BOOGSL_HUD-3,OTN-Global
MOUILLAGE RIKI-VR2W-131038-2017_11_08T20,ManmadePlatform,131038,VEMCO,48.67266667,-68.575,2017-11-09T00:38:00Z,9999-12-31T23:59:00Z,330,325,"Aural, Nunavik, Salluit",BOOGSL,VR2W,BOOGSL_MOUILLAGE RIKI,OTN-Global
OLD HARRY 2-VR2W-119778-2015_06_15T10,ManmadePlatform,119778,VEMCO,48.04125,-61.15985,2015-06-15T13:56:00Z,2016-06-04T19:04:00Z,101,99,"Rimouski, 1.75 km apart PMZA-RIKI",BOOGSL,VR2W,BOOGSL_OLD HARRY 2,OTN-Global
OLD HARRY 2-VR2W-131041-2017_11_16T18,ManmadePlatform,131041,VEMCO,48.04116667,-61.16233333,2017-11-16T22:22:00Z,2018-06-10T14:20:00Z,101,99,"MOORING, AURAL4",BOOGSL,VR2W,BOOGSL_OLD HARRY 2,OTN-Global
OLD HARRY 2-VR2W-131058-2017_04_06T19,ManmadePlatform,131058,VEMCO,48.04116667,-61.16233333,2017-04-06T22:02:00Z,2017-11-16T21:09:00Z,101,99,Aural 4,BOOGSL,VR2W,BOOGSL_OLD HARRY 2,OTN-Global
PERCE-VR2W-130760-2017_11_12T18,ManmadePlatform,130760,VEMCO,48.41166667,-63.68983333,2017-11-12T22:39:11Z,2018-06-07T19:40:00Z,113,107,Aural 4,BOOGSL,VR2W,BOOGSL_PERCE,OTN-Global
PERCE-VR2W-131063-2017_06_10T00,ManmadePlatform,131063,VEMCO,48.41166667,-63.68983333,2017-06-10T03:11:00Z,2017-11-12T21:28:00Z,113,107,Aural,BOOGSL,VR2W,BOOGSL_PERCE,OTN-Global
PMZA-VAS-VR2W-102643-2015_06_12T11,ManmadePlatform,102643,VEMCO,47.792,-64.0295,2015-06-12T14:19:00Z,2015-10-19T20:35:00Z,82,80,Aural,BOOGSL,VR2W,BOOGSL_PMZA-VAS,OTN-Global
PMZA-VAS-VR2W-120190-2015_10_19T17,ManmadePlatform,120190,VEMCO,47.792,-64.0295,2015-10-19T20:35:00Z,2016-10-21T23:10:00Z,82,80,"MOORING, SHEDIAC VALLEY, AURAL",BOOGSL,VR2W,BOOGSL_PMZA-VAS,OTN-Global
RIKI-VR2W-113679-2015_11_04T17,ManmadePlatform,113679,VEMCO,48.67267,-68.575,2015-11-04T21:28:00Z,2016-09-23T17:32:00Z,330,325,"MOORING, SHEDIAC VALLEY, AURAL",BOOGSL,VR2W,BOOGSL_RIKI,OTN-Global
SAGUENAY 1-VR2W-113680-2015_09_25T16,ManmadePlatform,113680,VEMCO,48.11967,-69.675,2015-09-25T19:10:00Z,2016-05-19T21:06:00Z,36.6,30,MOORING,BOOGSL,VR2W,BOOGSL_SAGUENAY 1,OTN-Global
SAGUENAY 1-VR2W-131048-2017_10_17T15,ManmadePlatform,131048,VEMCO,48.11966667,-69.675,2017-10-17T18:52:00Z,9999-12-31T23:59:00Z,36.6,34.6,MOORING,BOOGSL,VR2W,BOOGSL_SAGUENAY 1,OTN-Global
SAGUENAY 2-VR2W-131065-2017_10_17T13,ManmadePlatform,131065,VEMCO,48.25017,-70.08983,2017-10-17T16:56:00Z,9999-12-31T23:59:00Z,206,204,Tadoussac,BOOGSL,VR2W,BOOGSL_SAGUENAY 2,OTN-Global
SHEDIAC VALLEY-VR2W-131064-2017_11_28T16,ManmadePlatform,131064,VEMCO,47.792,-64.0295,2017-11-28T20:11:00Z,2018-06-08T01:40:00Z,84,82,UNKNOWN,BOOGSL,VR2W,BOOGSL_SHEDIAC VALLEY,OTN-Global
BOOGSL-VR2W-113679-1,ManmadePlatform,113679,VEMCO,50.10833,-63.641,2013-05-17T17:40:00Z,2013-10-21T19:20:00Z,120,10,"Aural, Shippagan",BOOGSL,VR2W,BOOGSL_BOOGSL-IML-1,OTN-Global
BOOGSL-VR2W-120190-1,ManmadePlatform,120190,VEMCO,51.58,-56.62,2013-06-07T07:40:00Z,2014-08-07T14:10:00Z,75,72,Buoy,BOOGSL,VR2W,BOOGSL_BOOGSL-BelleIsle,OTN-Global
BOOGSL-Ile Shag-VR2W-102643,ManmadePlatform,102643,VEMCO,47.47517,-61.68833,2014-05-14T18:05:00Z,2014-09-10T18:35:00Z,10,10,Mooring-due for recovery in June 2014.,BOOGSL,VR2W,BOOGSL_BOOGSL-Ile Shag,OTN-Global
BOOGSL-Old Harry-VR2W-102640,ManmadePlatform,102640,VEMCO,47.9985,-60.51183,2013-11-05T00:30:00Z,2014-10-21T22:00:00Z,458,450,UNKNOWN,BOOGSL,VR2W,BOOGSL_BOOGSL-Old Harry,OTN-Global
BOOJAS020-VR2W-127609-2015,ManmadePlatform,127609,VEMCO,50.75232,-52.33602,2015-08-13T17:19:57Z,2016-07-15T20:55:00Z,230,230,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS020,OTN-Global
BOOJAS001-VR2W-112504-2016,ManmadePlatform,112504,VEMCO,46.9895,-60.02117,2016-07-08T17:01:00Z,2017-07-10T08:41:00Z,180,160,"initialization time appears as 1970.  highlights known ""bad clock"" issue",BOOJAS,VR2W,BOOJAS_BOOJAS001,OTN-Global
BOOJAS002-VR2W-112335-2016,ManmadePlatform,112335,VEMCO,45.43083,-59.77217,2016-07-21T18:26:00Z,2017-07-09T23:32:00Z,140,140,Cape Breton,BOOJAS,VR2W,BOOJAS_BOOJAS002,OTN-Global
BOOJAS003-VR2W-114735-2016,ManmadePlatform,114735,VEMCO,44.14833,-60.595,2016-07-22T14:37:00Z,2017-07-08T22:29:00Z,70,70,Louisburg Line,BOOJAS,VR2W,BOOJAS_BOOJAS003,OTN-Global
BOOJAS008-VR2W-112314-2016,ManmadePlatform,112314,VEMCO,47.493,-59.41317,2016-07-09T02:30:00Z,2017-07-10T12:34:00Z,420,400,Sable,BOOJAS,VR2W,BOOJAS_BOOJAS008,OTN-Global
BOOJAS009-VR2W-112491-2016,ManmadePlatform,112491,VEMCO,48.92767,-58.87717,2016-07-09T16:39:53Z,2017-07-10T21:57:00Z,40,40,North Slope Cabot Strait,BOOJAS,VR2W,BOOJAS_BOOJAS009,OTN-Global
BOOJAS007-VR2W-113598-2016,ManmadePlatform,113598,VEMCO,45.701,-51.23217,2016-07-19T21:35:00Z,9999-12-31T23:59:00Z,80,80,West NFLD,BOOJAS,VR2W,BOOJAS_BOOJAS007,OTN-Global
BOOJAS003-VR2W-127566-2015,ManmadePlatform,127566,VEMCO,44.04816,-60.59475,2015-08-18T19:36:00Z,9999-12-31T23:59:00Z,30,30,Central Grand Banks,BOOJAS,VR2W,BOOJAS_BOOJAS003,OTN-Global
BOOJAS001-VR2W-127607-2015,ManmadePlatform,127607,VEMCO,46.99134,-60.02403,2015-08-17T17:12:15Z,2016-07-08T09:17:21Z,180,160,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS001,OTN-Global
BOOJAS002-VR2W-127560-2015,ManmadePlatform,127560,VEMCO,45.42599,-59.76398,2015-08-18T06:47:51Z,2016-07-21T13:02:00Z,140,140,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS002,OTN-Global
BOOJAS007-VR2W-127565-2015,ManmadePlatform,127565,VEMCO,45.70082,-51.23315,2015-08-23T22:16:53Z,2016-07-19T14:52:00Z,80,80,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS007,OTN-Global
BOOJAS008-VR2W-127605-2015,ManmadePlatform,127605,VEMCO,47.49307,-59.41325,2015-08-16T13:45:22Z,2016-07-08T20:15:00Z,420,400,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS008,OTN-Global
BOOJAS009-VR2W-127608-2015,ManmadePlatform,127608,VEMCO,48.92733,-58.87786,2015-08-17T01:27:33Z,2016-07-09T10:34:00Z,40,40,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS009,OTN-Global
BOOJAS010-VR2W-127569-2015,ManmadePlatform,127569,VEMCO,51.26912,-57.53759,2015-08-03T22:14:59Z,2016-07-05T17:40:00Z,110,190,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS010,OTN-Global
BOOJAS011-VR2W-127567-2015,ManmadePlatform,127567,VEMCO,55.603,-57.7504,2015-08-09T20:08:21Z,2016-07-13T21:57:00Z,160,140,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS011,OTN-Global
BOOJAS012-VR2W-127568-2015,ManmadePlatform,127568,VEMCO,57.25273,-60.00175,2015-08-10T11:52:05Z,2016-07-13T05:27:00Z,140,120,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS012,OTN-Global
BOOJAS018-VR2W-127561-2015,ManmadePlatform,127561,VEMCO,46.90877,-48.50418,2015-08-25T07:35:53Z,2016-07-18T05:47:00Z,110,90,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS018,OTN-Global
BOOJAS010-VR2W-113590-2016,ManmadePlatform,113590,VEMCO,51.268,-57.5355,2016-07-10T11:47:00Z,2017-07-11T12:21:00Z,110,190,UNKNOWN,BOOJAS,VR2W,BOOJAS_BOOJAS010,OTN-Global
BOOJAS011-VR2W-112332-2016,ManmadePlatform,112332,VEMCO,55.603,-57.75033,2016-07-14T03:28:00Z,2017-07-14T16:16:00Z,160,140,Belle Isle,BOOJAS,VR2W,BOOJAS_BOOJAS011,OTN-Global
BOOJAS012-VR2W-112403-2016,ManmadePlatform,112403,VEMCO,57.25267,-60.00183,2016-07-13T11:54:00Z,2017-07-14T04:44:00Z,140,120,Makkovik Bank,BOOJAS,VR2W,BOOJAS_BOOJAS012,OTN-Global
BOOJAS018-VR2W-120187-2016,ManmadePlatform,120187,VEMCO,46.91067,-48.50317,2016-07-18T12:03:00Z,2017-07-20T10:35:00Z,110,90,Nain Bank,BOOJAS,VR2W,BOOJAS_BOOJAS018,OTN-Global
BOOJAS020-VR2W-120182-2016,ManmadePlatform,120182,VEMCO,50.75233,-52.336,2016-07-16T03:08:00Z,2017-07-18T08:23:00Z,230,230,Hibernia,BOOJAS,VR2W,BOOJAS_BOOJAS020,OTN-Global
BOOJAY-1904-126120-2015,ManmadePlatform,126120,VEMCO,46.16837,-59.14563,2015-06-16T03:00:00Z,2016-05-01T03:00:00Z,94,74.7,Funk Island Bank,BOOJAY,VR2W,BOOJAY_BOOJAY-1904,OTN-Global
BOOJAY-1904-388-2015,ManmadePlatform,388,JASCO Applied Sciences,46.16837,-59.14563,2015-06-16T03:00:00Z,2016-05-01T03:00:00Z,94,74.7,UNKNOWN,BOOJAY,AMAR,BOOJAY_BOOJAY-1904,OTN-Global
BOOJAY-1904-404-2015,ManmadePlatform,404,JASCO Applied Sciences,46.16837,-59.14563,2015-06-16T03:00:00Z,2016-05-01T03:00:00Z,94,74.7,UNKNOWN,BOOJAY,AMAR,BOOJAY_BOOJAY-1904,OTN-Global
BOOJAY-1905-126122-2015,ManmadePlatform,126122,VEMCO,46.3554,-58.72768,2015-06-17T03:00:00Z,2016-05-01T03:00:00Z,370,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-1905,OTN-Global
BOOJAY-1905-197-2015,ManmadePlatform,197,JASCO Applied Sciences,46.3554,-58.72768,2015-06-17T03:00:00Z,2016-05-01T03:00:00Z,370,74.7,UNKNOWN,BOOJAY,AMAR,BOOJAY_BOOJAY-1905,OTN-Global
BOOJAY-M1899-126117-2015,ManmadePlatform,126117,VEMCO,46.2505033,-59.140645,2015-09-23T03:00:00Z,2016-09-24T03:00:00Z,114,111,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-M1899,OTN-Global
BOOJAY-M1900-127597-2015,ManmadePlatform,127597,VEMCO,46.1298867,-59.3304817,2015-09-24T03:00:00Z,2016-09-24T03:00:00Z,69,65,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-M1900,OTN-Global
BOOJAY-M1901-106603-2015,ManmadePlatform,106603,VEMCO,45.741415,-59.7417983,2015-09-24T03:00:00Z,2016-09-23T03:00:00Z,125,129,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-M1901,OTN-Global
BOOJAY-M1902-126119-2015,ManmadePlatform,126119,VEMCO,45.899475,-59.1420883,2015-09-23T03:00:00Z,2016-09-23T03:00:00Z,104,107,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-M1902,OTN-Global
BOOJAY-M1907-126116-2015,ManmadePlatform,126116,VEMCO,44.462385,-57.1841817,2015-09-22T03:00:00Z,2016-09-21T03:00:00Z,463,452,UNKNOWN,BOOJAY,VR2W,BOOJAY_BOOJAY-M1907,OTN-Global
BOOJAY-M1946-VR2W-127314-2016-09-24T13,ManmadePlatform,127314,VEMCO,46.16848333,-59.14149167,2016-09-24T16:54:00Z,2017-10-29T18:45:00Z,123.8,74.7,VR2W misplaced!,BOOJAY,VR2W,BOOJAY_M1946,OTN-Global
BOOJAY-M1947-VR2W-127323-2016-09-23T18,ManmadePlatform,127323,VEMCO,46.35565333,-58.72675667,2016-09-23T21:37:00Z,2017-12-04T18:16:00Z,123.8,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M1947,OTN-Global
BOOJAY-M1949-VR2W-127320-2016-09-16T21,ManmadePlatform,127320,VEMCO,43.609485,-62.87579,2016-09-17T00:53:00Z,2017-11-25T16:23:00Z,123.8,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M1949,OTN-Global
BOOJAY-M1950-VR2W-127305-2016-11-11T15,ManmadePlatform,127305,VEMCO,44.4626,-57.18323333,2016-11-11T19:20:00Z,2017-12-02T16:59:00Z,468,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M1950,OTN-Global
BOOJAY-M1998-VR2W-127310-2016-09-24T16,ManmadePlatform,127310,VEMCO,46.25,-59.140345,2016-09-24T19:24:00Z,2017-10-29T23:08:00Z,123.8,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M1998,OTN-Global
BOOJAY-M2000-VR2W-127311-2016-09-23T12,ManmadePlatform,127311,VEMCO,45.74142333,-59.741995,2016-09-23T15:07:00Z,2017-10-31T14:05:00Z,123.8,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M2000,OTN-Global
BOOJAY-M2001-VR2W-127322-2016-09-23T15,ManmadePlatform,127322,VEMCO,45.89957,-59.14176167,2016-09-23T18:06:00Z,2017-10-29T16:05:00Z,123.8,74.7,UNKNOWN,BOOJAY,VR2W,BOOJAY_M2001,OTN-Global
BOONWA-Deep Panuke-VR2W-113609-1,ManmadePlatform,113609,VEMCO,43.812,-60.665,2013-02-25T19:00:00Z,2013-10-07T19:30:00Z,40,10,UNKNOWN,BOONWA,VR2W,BOONWA_Deep Panuke,OTN-Global
BOONWA-FCS-Harpoon O-85-VR2W-119083-1,ManmadePlatform,119083,VEMCO,48.11161,-46.22572,2013-04-05T21:48:00Z,2013-06-16T18:45:00Z,1163,560,UNKNOWN,BOONWA,VR2W,BOONWA_FCS-Harpoon O-85,OTN-Global
BOONWA-FCS-Harpoon O-85-VR2W-112343-1,ManmadePlatform,112343,VEMCO,48.11161,-46.22572,2013-04-05T21:48:00Z,2013-06-16T18:45:00Z,1163,100,UNKNOWN,BOONWA,VR2W,BOONWA_FCS-Harpoon O-85,OTN-Global
BOONWA-FCS-Federation K-87-VR2W-119083-1,ManmadePlatform,119083,VEMCO,46.41838,-48.2358,2013-06-23T00:18:00Z,2013-07-21T18:20:00Z,105,99,UNKNOWN,BOONWA,VR2W,BOONWA_FCS-Federation K-87,OTN-Global
BOONWA-FCS-Bay du Nord N-77-VR2W-120202-1,ManmadePlatform,120202,VEMCO,47.91762,-46.45507,2013-07-22T12:43:00Z,2013-09-30T16:10:00Z,1174,100,Non-DG battery died 2013-08-02,BOONWA,VR2W,BOONWA_FCS-Bay du Nord N-77,OTN-Global
BOONWA-FCS-Bay du Nord N-77-VR2W-120199-1,ManmadePlatform,120199,VEMCO,47.91762,-46.45507,2013-07-22T12:43:00Z,2013-09-30T16:10:00Z,1174,560,UNKNOWN,BOONWA,VR2W,BOONWA_FCS-Bay du Nord N-77,OTN-Global
BOONWA-ROV-VR2W-113051-1,ManmadePlatform,113051,VEMCO,44.6,-63.5,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-113051-3,ManmadePlatform,113051,VEMCO,44.997828,-61.486061,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-113051-4,ManmadePlatform,113051,VEMCO,44.856083,-61.387101,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-113051-5,ManmadePlatform,113051,VEMCO,44.173447,-60.942201,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-113051-6,ManmadePlatform,113051,VEMCO,44.165851,-60.934679,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-113051-7,ManmadePlatform,113051,VEMCO,43.853382,-60.718523,2013-07-29T15:22:42Z,2013-09-27T17:39:03Z,123.8,10,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-ROV-VR2W-106614-1,ManmadePlatform,106614,VEMCO,45.13137,-61.62931,2014-06-11T03:00:00Z,2014-07-01T02:59:59Z,123.8,74.7,UNKNOWN,BOONWA,VR2W,BOONWA_ROV,OTN-Global
BOONWA-VR2W-119091-1,ManmadePlatform,119091,VEMCO,43.71597,-59.842,2013-10-01T01:00:00Z,2014-09-27T23:15:00Z,80,15,UNKNOWN,BOONWA,VR2W,BOONWA_DPX-TRIUMPH,OTN-Global
OCM-1-VR2W-110590-1,ManmadePlatform,110590,VEMCO,51.4333,-56.91958,2014-09-21T20:33:00Z,2014-12-18T20:49:00Z,95,89,UNKNOWN,BOONWA,VR2W,BOONWA_OCM-1,OTN-Global
OCM-4-WA-VR2W-110131-2,ManmadePlatform,110131,VEMCO,51.38192,-56.67005,2014-09-24T15:02:00Z,2014-12-18T17:30:00Z,70,64,UNKNOWN,BOONWA,VR2W,BOONWA_OCM-4-WA,OTN-Global
