deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
Lampidoes Passage South-1-VR2-6668-1,ManmadePlatform,6668,VEMCO,47.72256,-56.02697,2006-04-24T17:17:31Z,2006-07-24T03:00:00Z,30,28,may 8 1200 downloaded,BEFS,VR2,BEFS_Lampidoes Passage South-1,OTN-Global
Lampidoes Passage South-2-VR2-6674-1,ManmadePlatform,6674,VEMCO,47.72464,-56.02828,2006-04-24T18:37:28Z,2006-07-25T03:00:00Z,148,138,found â€¦000 file,BEFS,VR2,BEFS_Lampidoes Passage South-2,OTN-Global
Lampidoes Passage South-3-VR2-6678-1,ManmadePlatform,6678,VEMCO,47.72586,-56.02889,2006-04-24T18:29:37Z,2006-07-25T03:00:00Z,20,18,UNKNOWN,BEFS,VR2,BEFS_Lampidoes Passage South-3,OTN-Global
Lampidoes Passage South-4-VR2-6667-1,ManmadePlatform,6667,VEMCO,47.72332,-56.02523,2007-04-20T03:00:00Z,2007-07-26T03:00:00Z,20,19,re-deployed in area of the high head across from cabin at 1505,BEFS,VR2,BEFS_Lampidoes Passage South-4,OTN-Global
Lampidoes Passage South-5-VR2-6669-1,ManmadePlatform,6669,VEMCO,47.72425,-56.03096,2007-04-20T03:00:00Z,2007-07-29T03:00:00Z,20,19,downloaded may 8 14:45,BEFS,VR2,BEFS_Lampidoes Passage South-5,OTN-Global
Little River Outer Estuary-VR2-2352-1,ManmadePlatform,2352,VEMCO,47.77561,-55.81094,2006-04-23T16:53:18Z,2006-07-25T03:00:00Z,11.9,10.9,downloaded may 8,BEFS,VR2,BEFS_Little River Outer Estuary,OTN-Global
Mid Bay-1-VR2-7893-1,ManmadePlatform,7893,VEMCO,47.68121,-56.03284,2007-04-20T03:00:00Z,2007-07-27T03:00:00Z,67.4,57.4,found â€¦ 000 filevrl file for this reciver had a end date of 2006-07-04,BEFS,VR2,BEFS_Mid Bay-1,OTN-Global
Mid Bay-2-VR2W-100393-1,ManmadePlatform,100393,VEMCO,47.68404,-56.03725,2007-05-08T17:30:00Z,2007-07-14T03:00:00Z,179.4,169.4,UNKNOWN,BEFS,VR2W,BEFS_Mid Bay-2,OTN-Global
Mid Bay-4-VR2W-102505-1,ManmadePlatform,102505,VEMCO,47.67667,-56.07733,2008-04-23T17:30:00Z,2008-07-18T03:00:00Z,188,60,was july 15 to but looked like junkâ€¦ put in junk folder in 2007 vrl file,BEFS,VR2W,BEFS_Mid Bay-4,OTN-Global
Mid Bay-5-VR2-6670-1,ManmadePlatform,6670,VEMCO,47.68053,-56.0345,2008-04-23T16:11:00Z,2008-07-18T03:00:00Z,42,10,UNKNOWN,BEFS,VR2,BEFS_Mid Bay-5,OTN-Global
Milltown-2-VR2-6667-1,ManmadePlatform,6667,VEMCO,47.87781,-55.80956,2006-04-22T21:15:23Z,2006-07-25T03:00:00Z,23,21,UNKNOWN,BEFS,VR2,BEFS_Milltown-2,OTN-Global
Milltown-2007-VR2W-100393-1,ManmadePlatform,100393,VEMCO,47.8907,-55.80608,2007-04-17T15:50:00Z,2007-05-08T03:00:00Z,2,1,UNKNOWN,BEFS,VR2W,BEFS_Milltown-2007,OTN-Global
North Isle Galet-1-VR2-6681-1,ManmadePlatform,6681,VEMCO,47.71162,-55.96153,2007-04-20T03:00:00Z,2007-08-02T03:00:00Z,56.1,46.1,may 8 1200 and replaced with 2353,BEFS,VR2,BEFS_North Isle Galet-1,OTN-Global
North Isle Galet-2-VR2-6678-1,ManmadePlatform,6678,VEMCO,47.71763,-55.96644,2007-04-20T03:00:00Z,2007-07-29T03:00:00Z,50.2,40.2,UNKNOWN,BEFS,VR2,BEFS_North Isle Galet-2,OTN-Global
North Isle Galet-3-VR2W-102513-1,ManmadePlatform,102513,VEMCO,47.70414,-55.97942,2008-04-25T22:14:00Z,2008-07-18T03:00:00Z,80,5,UNKNOWN,BEFS,VR2W,BEFS_North Isle Galet-3,OTN-Global
JDF020-VR2-4167-268,ManmadePlatform,4167,VEMCO,48.26402,-124.06326,2004-05-12T04:37:00Z,2004-07-09T05:00:00Z,182,182,UNKNOWN,JDF,VR2,JDF_JDF020,nep
North Isle Galet-4-VR2-6677-1,ManmadePlatform,6677,VEMCO,47.71781,-55.96675,2008-04-23T19:30:00Z,2008-07-20T03:00:00Z,54,21,UNKNOWN,BEFS,VR2,BEFS_North Isle Galet-4,OTN-Global
Push Through-1-VR2-7891-1,ManmadePlatform,7891,VEMCO,47.64894,-56.14021,2007-04-20T03:00:00Z,2007-07-11T03:00:00Z,30,28,UNKNOWN,BEFS,VR2,BEFS_Push Through-1,OTN-Global
Push Through-3-VR2-7893-1,ManmadePlatform,7893,VEMCO,47.64906,-56.14086,2008-04-24T17:45:00Z,2008-07-20T03:00:00Z,58,4,UNKNOWN,BEFS,VR2,BEFS_Push Through-3,OTN-Global
Push Through-4-VR2-6676-1,ManmadePlatform,6676,VEMCO,47.66444,-56.09936,2008-04-22T10:15:00Z,2008-07-20T03:00:00Z,35,5,UNKNOWN,BEFS,VR2,BEFS_Push Through-4,OTN-Global
Ring Bolt-VR2-6671-1,ManmadePlatform,6671,VEMCO,47.91308,-55.69381,2006-04-24T16:07:28Z,2006-07-24T03:00:00Z,15,13,UNKNOWN,BEFS,VR2,BEFS_Ring Bolt,OTN-Global
Ring Bolt-VR2-2353-2,ManmadePlatform,2353,VEMCO,47.92372,-55.68616,2007-05-08T17:30:00Z,2007-07-29T03:00:00Z,2,74.7,UNKNOWN,BEFS,VR2,BEFS_Ring Bolt,OTN-Global
Ring Bolt-VR2W-102510-3,ManmadePlatform,102510,VEMCO,47.91242,-55.69503,2008-04-25T03:00:00Z,2008-07-29T03:00:00Z,2,1,UNKNOWN,BEFS,VR2W,BEFS_Ring Bolt,OTN-Global
Roti Bay-VR2-6666-1,ManmadePlatform,6666,VEMCO,47.78714,-55.86178,2006-04-23T15:40:19Z,2006-07-24T03:00:00Z,20,18,UNKNOWN,BEFS,VR2,BEFS_Roti Bay,OTN-Global
Round Harbour-VR2-6679-1,ManmadePlatform,6679,VEMCO,47.60792,-56.00653,2008-04-24T18:16:00Z,2008-07-17T03:00:00Z,20,4,UNKNOWN,BEFS,VR2,BEFS_Round Harbour,OTN-Global
Seal Rocks-1-VR2-2355-1,ManmadePlatform,2355,VEMCO,47.78072,-55.82625,2006-04-23T21:04:04Z,2006-07-24T03:00:00Z,2,1,UNKNOWN,BEFS,VR2,BEFS_Seal Rocks-1,OTN-Global
Seal Rocks-3-VR2-2353-1,ManmadePlatform,2353,VEMCO,47.78139,-55.82842,2006-04-23T20:53:06Z,2006-07-25T03:00:00Z,2,1,UNKNOWN,BEFS,VR2,BEFS_Seal Rocks-3,OTN-Global
Seal Rocks-4-VR2W-100392-1,ManmadePlatform,100392,VEMCO,47.78063,-55.82036,2007-04-17T19:30:00Z,2007-07-29T03:00:00Z,11.5,10.5,UNKNOWN,BEFS,VR2W,BEFS_Seal Rocks-4,OTN-Global
South Isle Galet-1-VR2-7892-1,ManmadePlatform,7892,VEMCO,47.70453,-55.94422,2007-04-20T03:00:00Z,2007-07-29T03:00:00Z,20,19,UNKNOWN,BEFS,VR2,BEFS_South Isle Galet-1,OTN-Global
South Isle Galet-2-VR2W-102506-1,ManmadePlatform,102506,VEMCO,47.70467,-55.94336,2008-04-25T21:23:00Z,2008-07-20T03:00:00Z,17,5,UNKNOWN,BEFS,VR2W,BEFS_South Isle Galet-2,OTN-Global
South Isle Galet-3-VR2W-102508-1,ManmadePlatform,102508,VEMCO,47.70958,-55.95242,2008-04-25T21:30:00Z,2008-07-20T03:00:00Z,27,5,UNKNOWN,BEFS,VR2W,BEFS_South Isle Galet-3,OTN-Global
Milltown-3-VR2-6670-1,ManmadePlatform,6670,VEMCO,47.87858,-55.80872,2006-04-22T21:24:58Z,2006-07-24T03:00:00Z,10,9,UNKNOWN,BEFS,VR2,BEFS_Milltown-3,OTN-Global
Push Through-2-VR2-6670-1,ManmadePlatform,6670,VEMCO,47.66186,-56.10499,2007-04-20T03:00:00Z,2007-07-27T03:00:00Z,20,19,UNKNOWN,BEFS,VR2,BEFS_Push Through-2,OTN-Global
Seal Rocks-2-VR2-2356-1,ManmadePlatform,2356,VEMCO,47.78136,-55.82117,2006-04-23T18:41:51Z,2006-07-25T03:00:00Z,5,4,downloaded and moved,BEFS,VR2,BEFS_Seal Rocks-2,OTN-Global
St. Albans-1-VR2-6677-1,ManmadePlatform,6677,VEMCO,47.83956,-55.82308,2006-04-25T19:13:15Z,2006-07-25T03:00:00Z,2,1,UNKNOWN,BEFS,VR2,BEFS_St. Albans-1,OTN-Global
St. Albans-2-VR2W-100396-1,ManmadePlatform,100396,VEMCO,47.84265,-55.82057,2007-04-17T18:00:00Z,2007-07-13T03:00:00Z,57,47,UNKNOWN,BEFS,VR2W,BEFS_St. Albans-2,OTN-Global
St. Albans-3-VR2-6666-1,ManmadePlatform,6666,VEMCO,47.85011,-55.82981,2007-04-22T03:00:00Z,2007-07-29T03:00:00Z,42.3,32.3,UNKNOWN,BEFS,VR2,BEFS_St. Albans-3,OTN-Global
St. Albans-4-VR2W-102507-1,ManmadePlatform,102507,VEMCO,47.85031,-55.83014,2008-04-25T23:00:00Z,2008-07-20T03:00:00Z,23,2,UNKNOWN,BEFS,VR2W,BEFS_St. Albans-4,OTN-Global
Stone Point-VR2-7892-1,ManmadePlatform,7892,VEMCO,47.73189,-56.13167,2008-04-22T21:50:00Z,2008-07-20T03:00:00Z,88,40,UNKNOWN,BEFS,VR2,BEFS_Stone Point,OTN-Global
Western Cove-VR2W-100391-1,ManmadePlatform,100391,VEMCO,47.52172,-56.14733,2008-04-24T16:30:00Z,2008-07-17T03:00:00Z,19.5,4,UNKNOWN,BEFS,VR2W,BEFS_Western Cove,OTN-Global
Grandy Rocks-VR2-6676-1,ManmadePlatform,6676,VEMCO,47.69696,-56.05224,2007-04-20T21:15:00Z,2007-07-27T03:00:00Z,111.9,101.9,UNKNOWN,BEFS,VR2,BEFS_Grandy Rocks,OTN-Global
Milltown-1-VR2-2354-1,ManmadePlatform,2354,VEMCO,47.87761,-55.81383,2006-04-25T16:57:16Z,2006-07-24T03:00:00Z,10,9,downloaded may 12,BEFS,VR2,BEFS_Milltown-1,OTN-Global
Stream Ring Bolt-VR2W-100394-1,ManmadePlatform,100394,VEMCO,47.9074,-55.6955,2007-04-25T03:00:00Z,2007-07-26T03:00:00Z,2,1,UNKNOWN,BEFS,VR2W,BEFS_Stream Ring Bolt,OTN-Global
Lampidoes Passage North-1-VR2-6673-1,ManmadePlatform,6673,VEMCO,47.7682,-55.8842,2006-05-09T18:55:00Z,2006-07-24T03:00:00Z,10,9,downloaded may 13 at 19;00,BEFS,VR2,BEFS_Lampidoes Passage North-1,OTN-Global
Little River-VR2-2356-1,ManmadePlatform,2356,VEMCO,47.78642,-55.78329,2007-04-25T03:00:00Z,9999-12-31T23:59:00Z,5,4,was re-deployed in may,BEFS,VR2,BEFS_Little River,OTN-Global
Mid Bay-3-VR2W-6678-1,ManmadePlatform,6678,VEMCO,47.68583,-56.03822,2008-04-23T14:00:00Z,9999-12-31T23:59:00Z,188,60,lost,BEFS,VR2W,BEFS_Mid Bay-3,OTN-Global
BOO53N-VR2W-112475-1,ManmadePlatform,112475,VEMCO,52.81738,-51.68928,2014-07-04T14:40:00Z,2015-05-17T15:12:00Z,791,200,lost,BOO53N,VR2W,BOO53N_M1874,OTN-Global
BOO53N-VR2W-112524-1,ManmadePlatform,112524,VEMCO,52.6653,-52.09965,2014-07-03T17:25:00Z,2015-05-07T23:23:00Z,299,200,UNKNOWN,BOO53N,VR2W,BOO53N_M1872,OTN-Global
BOO53N-M1909-VR2W-126121-2015,ManmadePlatform,126121,VEMCO,52.66393,-52.099135,2015-05-18T03:00:00Z,2016-05-17T03:00:00Z,306,74.7,UNKNOWN,BOO53N,VR2W,BOO53N_M1909,OTN-Global
BOO53N-VR2W-112456-1,ManmadePlatform,112456,VEMCO,52.76146,-51.85442,2014-07-03T21:30:00Z,2016-05-06T02:59:59Z,345,200,UNKNOWN,BOO53N,VR2W,BOO53N_M1873,OTN-Global
BOO53N-M1913-VR2W-126118-2015,ManmadePlatform,126118,VEMCO,52.8177517,-51.6866017,2015-05-17T03:00:00Z,2016-05-18T03:00:00Z,830,74.7,*(Recovery planned for 2016 May),BOO53N,VR2W,BOO53N_M1913,OTN-Global
JDF020-VR2-4167-295,ManmadePlatform,4167,VEMCO,48.26428,-124.05648,2004-07-12T00:03:00Z,2004-08-30T23:14:00Z,181,181,UNKNOWN,JDF,VR2,JDF_JDF020,nep
CCSB001-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,25.07545,-76.68121667,2016-02-18T14:50:00Z,2016-02-19T18:17:00Z,123.8,2,UNKNOWN,BOOCCSB,VR2W,BOOCCSB_CCSB001,OTN-Global
CCSB002-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,24.59243333,-75.18615,2016-02-20T03:10:00Z,2016-02-20T23:31:00Z,123.8,2,Nassau,BOOCCSB,VR2W,BOOCCSB_CCSB002,OTN-Global
CCSB003-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,24.49008333,-75.22695,2016-02-21T01:25:00Z,2016-02-22T17:05:00Z,123.8,2,Norman's Cay,BOOCCSB,VR2W,BOOCCSB_CCSB003,OTN-Global
CCSB004-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,24.17403333,-75.55103333,2016-02-24T09:44:00Z,2016-02-25T00:08:00Z,123.8,2,Hawksbill Cay,BOOCCSB,VR2W,BOOCCSB_CCSB004,OTN-Global
CCSB005-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,23.96271667,-75.6785,2016-02-25T08:18:00Z,2016-02-25T18:30:00Z,123.8,2,Stand Cay,BOOCCSB,VR2W,BOOCCSB_CCSB005,OTN-Global
CCSB006-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,23.77218333,-75.8952,2016-02-25T23:45:00Z,2016-02-26T18:00:00Z,123.8,2,Little Farmer's Cay,BOOCCSB,VR2W,BOOCCSB_CCSB006,OTN-Global
CCSB007-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,23.84778333,-74.87961667,2016-03-05T02:27:00Z,2016-03-06T16:00:00Z,123.8,2,Lee Stocking Island,BOOCCSB,VR2W,BOOCCSB_CCSB007,OTN-Global
CCSB008-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,23.64313333,-73.16108333,2016-03-07T05:30:00Z,2016-03-07T18:38:00Z,123.8,2,Conception Island,BOOCCSB,VR2W,BOOCCSB_CCSB008,OTN-Global
CCSB009-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,22.36135,-71.02125,2016-03-09T18:15:00Z,2016-03-10T16:00:00Z,123.8,2,Rum Cay,BOOCCSB,VR2W,BOOCCSB_CCSB009,OTN-Global
CCSB010-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,21.75441667,-71.64253333,2016-03-11T05:04:00Z,2016-03-11T17:00:00Z,123.8,2,Mayaguana,BOOCCSB,VR2W,BOOCCSB_CCSB010,OTN-Global
CCSB011-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,17.74885,-64.7085,2016-03-20T18:00:00Z,2016-03-22T15:50:00Z,123.8,2,TCT bonefish,BOOCCSB,VR2W,BOOCCSB_CCSB011,OTN-Global
CCSB012-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,18.3058,-64.30045,2016-03-23T03:00:00Z,2016-03-24T19:00:00Z,123.8,2,UNKNOWN,BOOCCSB,VR2W,BOOCCSB_CCSB012,OTN-Global
CCSB013-VR2W-127649-2016,ManmadePlatform,127649,VEMCO,18.31922,-65.22845,2016-03-24T19:49:00Z,2016-03-26T16:00:00Z,123.8,2,UNKNOWN,BOOCCSB,VR2W,BOOCCSB_CCSB013,OTN-Global
CCSB-NORO-VR2W-127604-2016,ManmadePlatform,127604,VEMCO,27.00478333,-80.01815,2016-03-16T22:13:00Z,2016-09-16T21:46:00Z,21,19.5,UNKNOWN,BOOCCSB,VR2W,BOOCCSB_CCSB-NORO,OTN-Global
BOODST-BI4-VR2W-069K-127610-2015,ManmadePlatform,VR2W-069K-127610,VEMCO,66.6588,-61.16922,2015-09-14T03:30:00Z,9999-12-31T23:59:00Z,149,147,UNKNOWN,BOODST,VR2W-69,BOODST_BI4,OTN-Global
BOODST-C1-VR2W-069K-127584-2015,ManmadePlatform,VR2W-069K-127584,VEMCO,66.6413,-60.77513,2015-09-15T15:40:00Z,9999-12-31T23:59:00Z,440,250,UNKNOWN,BOODST,VR2W-69,BOODST_C1,OTN-Global
BOODST-C2-VR2W-069K-127582-2015,ManmadePlatform,VR2W-069K-127582,VEMCO,66.76347,-60.07795,2015-09-15T03:58:00Z,9999-12-31T23:59:00Z,658,500,UNKNOWN,BOODST,VR2W-69,BOODST_C2,OTN-Global
BOODST-C3-VR2W-069K-127586-2015,ManmadePlatform,VR2W-069K-127586,VEMCO,66.8541,-59.05493,2015-09-13T16:10:00Z,9999-12-31T23:59:00Z,1037,500,UNKNOWN,BOODST,VR2W-69,BOODST_C3,OTN-Global
BOODST-C4-VR2W-069K-127585-2015,ManmadePlatform,VR2W-069K-127585,VEMCO,66.97918,-57.69083,2015-09-12T04:57:00Z,9999-12-31T23:59:00Z,887,500,UNKNOWN,BOODST,VR2W-69,BOODST_C4,OTN-Global
BOODST-C5-VR2W-069K-127583-2015,ManmadePlatform,VR2W-069K-127583,VEMCO,67.03797,-57.03675,2015-09-11T13:28:00Z,9999-12-31T23:59:00Z,705,500,UNKNOWN,BOODST,VR2W-69,BOODST_C5,OTN-Global
BOODST-C6-VR2W-069K-127587-2015,ManmadePlatform,VR2W-069K-127587,VEMCO,67.07047,-56.68237,2015-09-10T18:12:00Z,9999-12-31T23:59:00Z,397,250,UNKNOWN,BOODST,VR2W-69,BOODST_C6,OTN-Global
BOODST-WG1.5-VR2W-069K-127581-2015,ManmadePlatform,VR2W-069K-127581,VEMCO,67.14463,-55.87902,2015-09-11T00:48:00Z,9999-12-31T23:59:00Z,115,110,UNKNOWN,BOODST,VR2W-69,BOODST_WG1.5,OTN-Global
BOODST-WG1-VR2W-069K-127589-2015,ManmadePlatform,VR2W-069K-127589,VEMCO,67.10622,-56.32862,2015-09-10T23:15:00Z,9999-12-31T23:59:00Z,151,147,UNKNOWN,BOODST,VR2W-69,BOODST_WG1,OTN-Global
BOODST-WG2-VR2W-069K-127580-2015,ManmadePlatform,VR2W-069K-127580,VEMCO,67.1925,-55.31,2015-09-10T00:19:00Z,9999-12-31T23:59:00Z,75,72,UNKNOWN,BOODST,VR2W-69,BOODST_WG2,OTN-Global
BOODST-WG4-VR2W-069K-127588-2015,ManmadePlatform,VR2W-069K-127588,VEMCO,67.263,-54.47533,2015-09-10T03:02:00Z,9999-12-31T23:59:00Z,64,61,UNKNOWN,BOODST,VR2W-69,BOODST_WG4,OTN-Global
boodunc-001-VR2W-128353-2016,ManmadePlatform,128353,VEMCO,44.543735,-64.173405,2016-08-28T03:00:00Z,2017-05-16T15:45:00Z,123.8,74.7,UNKNOWN,BOODUNC,VR2W,BOODUNC_001,OTN-Global
boodunc-001-VR2W-128353-2017-2,ManmadePlatform,128353,VEMCO,44.543735,-64.173405,2017-08-17T13:00:00Z,9999-12-31T23:59:00Z,30,18,UNKNOWN,BOODUNC,VR2W,BOODUNC_001,OTN-Global
boodunc-001-VR2W-128353-2017,ManmadePlatform,128353,VEMCO,44.543735,-64.173405,2017-05-17T17:04:00Z,2017-08-15T21:30:00Z,123.8,74.7,UNKNOWN,BOODUNC,VR2W,BOODUNC_001,OTN-Global
BOOFORCE-E1-115496-2016,ManmadePlatform,115496,VEMCO,45.3661,-64.42215,2017-02-23T23:25:00Z,2017-06-01T18:23:25Z,44,41,"no detections, but .rld may reveal presence of tag",BOOFORCE,VR2W,BOOFORCE_BOOFORCE-E1,OTN-Global
BOOFORCE-W1-115493-2016,ManmadePlatform,115493,VEMCO,45.3665333,-64.43515,2017-02-23T23:05:45Z,2017-06-01T17:11:51Z,50,47,UNKNOWN,BOOFORCE,VR2W,BOOFORCE_BOOFORCE-W1,OTN-Global
BOOFORCE-D1-110564-2016,ManmadePlatform,110564,VEMCO,45.3626833,-64.4233833,2017-02-23T23:32:00Z,9999-12-31T23:59:00Z,34,31,UNKNOWN,BOOFORCE,VR2W,BOOFORCE_BOOFORCE-D1,OTN-Global
BOOFORCE-S2-110565-2016,ManmadePlatform,110565,VEMCO,45.3501333,-64.4293167,2017-02-23T22:43:30Z,9999-12-31T23:59:00Z,73,70,receiver broke off of float.,BOOFORCE,VR2W,BOOFORCE_BOOFORCE-S2,OTN-Global
BOOFORCE-W2-120547-2016,ManmadePlatform,120547,VEMCO,45.36595,-64.4432,2017-02-23T22:58:00Z,2017-06-02T03:00:00Z,49,46,"release confirmed, unit did not surface.",BOOFORCE,VR2W,BOOFORCE_BOOFORCE-W2,OTN-Global
BOOFORCE-D1-128526-2017,ManmadePlatform,128526,VEMCO,45.362783,-64.423517,2017-09-26T17:18:55Z,9999-12-31T23:59:00Z,32,29,found by fisher after anchor chain failed at some point,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-D1,OTN-Global
BOOFORCE-S2-112529-2017,ManmadePlatform,112529,VEMCO,45.350167,-64.42945,2017-09-26T17:03:00Z,9999-12-31T23:59:00Z,70,67,UNKNOWN,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-S2,OTN-Global
BOOFORCE-W2-113594-2017,ManmadePlatform,113594,VEMCO,45.36602,-64.44308,2017-09-26T16:46:00Z,9999-12-31T23:59:00Z,46,43,UNKNOWN,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-W2,OTN-Global
BOOFORCE-W2-128526-2017,ManmadePlatform,128526,VEMCO,45.366017,-64.426567,2017-06-22T22:38:05Z,2017-09-14T19:43:00Z,47,44,UNKNOWN,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-W2,OTN-Global
BOOFORCE-D1-VR2W-113594-2017,ManmadePlatform,113594,VEMCO,45.362717,-64.423267,2017-06-02T19:05:15Z,2017-09-14T20:01:00Z,35,32,"CPOD recovered late, and re-deployed late. (did not have a VR2 for this deployment)",BOOFORCE,VR2W,BOOFORCE_BOOFORCE-D1,OTN-Global
BOOFORCE-E1-VR2W-110133-2017,ManmadePlatform,110133,VEMCO,45.366117,-64.422117,2017-06-02T19:10:45Z,2017-09-14T18:29:00Z,45,42,UNKNOWN,BOOFORCE,VR2W,BOOFORCE_BOOFORCE-E1,OTN-Global
BOOFORCE-W1-VR2W-112312-2017,ManmadePlatform,112312,VEMCO,45.36655,-64.435233,2017-06-02T18:13:05Z,2017-09-14T18:14:00Z,50,47,UNKNOWN,BOOFORCE,VR2W,BOOFORCE_BOOFORCE-W1,OTN-Global
BOOFORCE-D1-VR2W-69KHZ-127610-2018-05-04T14,ManmadePlatform,127610,VEMCO,45.3628,-64.42335,2018-05-04T17:10:00Z,9999-12-31T23:59:00Z,33,30,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-D1,OTN-Global
BOOFORCE-S2-VR2W-69KHZ-110133-2018-05-04T12,ManmadePlatform,110133,VEMCO,45.3505,-64.429917,2018-05-04T15:55:00Z,9999-12-31T23:59:00Z,72,69,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-S2,OTN-Global
BOOFORCE-W1-VR2W-69KHZ-132991-2018-05-04T12,ManmadePlatform,132991,VEMCO,45.36555,-64.4352,2018-05-04T15:42:00Z,9999-12-31T23:59:00Z,48,45,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-W1,OTN-Global
BOOFORCE-W2-VR2W-69KHZ-112312-2018-05-04T12,ManmadePlatform,112312,VEMCO,45.36595,-64.44333,2018-05-04T15:35:00Z,9999-12-31T23:59:00Z,47,44,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-W2,OTN-Global
BOOFORCE-E1-110133-2017,ManmadePlatform,110133,VEMCO,45.36607,-64.42197,2017-09-26T17:14:45Z,2018-01-08T18:34:00Z,42,39,UNKNOWN,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-E1,OTN-Global
BOOFORCE-W1-112312-2017,ManmadePlatform,112312,VEMCO,45.36653,-64.43518,2017-09-26T16:40:00Z,2018-01-08T18:52:00Z,47,44,UNKNOWN,BOOFORCE,VR2W-69,BOOFORCE_BOOFORCE-W1,OTN-Global
BOOFORCE-D1-VR2W-69KHZ.-110143-2018-01-22T21,ManmadePlatform,110143,VEMCO,45.362933,-64.423717,2018-01-23T01:02:00Z,2018-05-01T13:48:00Z,42,39,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-D1,OTN-Global
BOOFORCE-S2-VR2W-69KHZ.-128542-2018-01-22T20,ManmadePlatform,128542,VEMCO,45.349917,-64.42945,2018-01-23T00:33:00Z,2018-05-01T14:23:00Z,83,80,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-S2,OTN-Global
BOOFORCE-W1-VR2W-69KHZ.-112447-2018-01-22T20,ManmadePlatform,112447,VEMCO,45.36655,-64.43545,2018-01-23T00:52:00Z,2018-05-01T13:57:00Z,58,55,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-W1,OTN-Global
BOOFORCE-W2-VR2W-69KHZ.-128532-2018-01-22T20,ManmadePlatform,128532,VEMCO,45.365967,-64.443317,2018-01-23T00:44:30Z,2018-05-01T14:04:00Z,57,54,UNKNOWN,BOOFORCE,VR2W-69KHZ,BOOFORCE_BOOFORCE-W2,OTN-Global
BOOGMR-KPO_ 1157/ K7-VR2W-106582-2016-05-18T00,ManmadePlatform,106582,VEMCO,52.8403,-51.54832,2016-05-18T03:00:00Z,9999-12-31T23:59:00Z,1400,51,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_ 1157/ K7,OTN-Global
BOOGMR-KPO_1158  / K8-VR2W-106584-2017-05-18T00,ManmadePlatform,106584,VEMCO,52.95565,-51.3101,2017-05-18T03:00:00Z,9999-12-31T23:59:00Z,2201,51,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_1158  / K8,OTN-Global
BOOGMR-KPO_1160 / K9-VR2W-100925-2016-05-17T00,ManmadePlatform,100925,VEMCO,53.137016,-50.87088,2016-05-17T03:00:00Z,9999-12-31T23:59:00Z,2901,134,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_1160 / K9,OTN-Global
BOOGMR-KPO_ 1161 / DSOW2-VR2W-110169-2016-05-20T00,ManmadePlatform,110169,VEMCO,53.25665,-50.55445,2016-05-20T03:00:00Z,9999-12-31T23:59:00Z,3149,105,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_ 1161 / DSOW2,OTN-Global
BOOGMR-KPO_1162 / K10-VR2W-106588-2016-05-20T00,ManmadePlatform,106588,VEMCO,53.3874167,-50.25475,2016-05-20T03:00:00Z,9999-12-31T23:59:00Z,3361,159,UNKNOWN,BOOGMR,VR2W,BOOGMR_KPO_1162 / K10,OTN-Global
BOOGMR-KPO_1166 / K1-VMT-1188715-2016-05-22T00,ManmadePlatform,1188715,VEMCO,56.5617,-52.65701,2016-05-22T03:00:00Z,9999-12-31T23:59:00Z,3490,61,UNKNOWN,BOOGMR,VMT,BOOGMR_KPO_1166 / K1,OTN-Global
